IDMachines,PeopleAtwork,StreetLights,Accidents,DamagedMovers,StRoadLength,RoadCurvature,HPBends,RoadType,RoadWidth,AvgSpeed,AgeOfRoad,RoadSurface
4,12,631,25,5,3145,80.22,21,1,59,0.96,9,Avg
2,8,571,40,3,1980,192.82,32,2,34,3.17,10,Poor
4,12,675,32,4,4349,147.06,22,1,49,1.38,8,Avg
3,8,465,47,3,1756,160.88,48,2,39,2.64,13,Poor
1,9,518,41,3,1641,212.45,49,2,25,3.45,15,Poor
6,13,670,27,5,4312,108.38,21,1,42,0.62,8,Avg
8,18,1015,5,10,6806,93.63,13,0,91,0.23,0,Good
10,16,923,10,8,5742,27.17,13,0,92,0.21,1,Good
8,18,1013,8,7,6634,53.09,8,0,95,0.17,2,Good
2,8,543,43,3,1727,160.35,40,2,23,3.58,15,Poor
3,8,592,45,3,1997,189.45,36,2,40,2.75,13,Poor
10,18,857,0,9,5558,29.78,3,0,66,0.22,4,Good
2,10,422,50,3,1782,171.86,49,2,28,3.78,14,Poor
10,19,899,0,9,8329,62.36,14,0,96,0.14,6,Good
5,13,727,27,6,2771,132.83,22,1,58,0.8,10,Avg
9,16,845,15,9,8683,42.15,11,0,74,0.34,1,Good
8,17,1056,2,10,8610,79.12,4,0,63,0.43,2,Good
5,12,759,32,4,3540,137.41,27,1,58,0.68,9,Avg
6,15,668,32,5,4563,129.05,15,1,60,0.51,10,Avg
3,10,542,42,1,1916,248.96,46,2,36,3.42,13,Poor
1,8,579,47,1,1500,203.92,47,2,27,3.56,15,Poor
8,17,959,14,8,8989,88.64,13,0,99,0.14,2,Good
10,18,1024,8,10,5321,85.78,1,0,86,0.13,1,Good
4,14,628,33,6,3088,135.74,19,1,60,0.85,9,Avg
10,16,918,8,8,7382,89.85,10,0,82,0.14,7,Good
10,20,807,12,7,8399,81.63,11,0,61,0.28,3,Good
1,9,403,44,3,1961,247.88,50,2,38,3.58,11,Poor
1,7,474,45,2,1797,166.17,43,2,35,3.49,11,Poor
10,20,1006,16,9,6321,41.79,1,0,64,0.15,0,Good
5,12,777,21,4,2735,106.72,26,1,48,0.69,8,Avg
5,12,777,23,5,4517,80.56,21,1,48,0.64,8,Avg
2,9,422,47,3,1643,176.76,30,2,27,3.14,10,Poor
4,14,772,37,4,3250,91.21,28,1,55,0.65,10,Avg
10,17,856,0,7,7004,61.17,10,0,98,0.37,5,Good
10,16,808,17,8,5291,57.61,8,0,70,0.17,1,Good
1,10,558,50,1,1780,188.94,48,2,21,3.74,13,Poor
8,16,816,3,7,7244,21.57,5,0,72,0.24,0,Good
2,7,435,43,2,1350,155.13,46,2,29,3.32,14,Poor
3,10,479,48,3,1946,241.82,34,2,30,3.7,10,Poor
4,11,724,23,5,3323,76.91,24,1,52,1.19,8,Avg
4,15,729,32,4,2615,102.8,20,1,55,1.49,9,Avg
3,7,440,48,1,1286,188.09,44,2,37,3.53,15,Poor
7,17,826,0,10,8515,20.85,11,0,64,0.43,3,Good
5,14,769,21,5,4126,148.4,16,1,48,0.53,9,Avg
7,17,852,11,7,5664,71.24,4,0,63,0.11,2,Good
4,15,614,27,5,2609,102.49,27,1,56,1.03,8,Avg
2,9,541,43,1,1001,232.33,46,2,36,2.52,15,Poor
1,8,520,41,1,1283,196.36,40,2,33,3.42,15,Poor
9,20,890,3,9,7630,73.72,8,0,96,0.28,0,Good
7,18,955,4,9,5518,69.41,14,0,75,0.41,0,Good
10,18,1039,13,7,5694,62.3,12,0,87,0.47,4,Good
8,16,977,13,8,8493,26.79,11,0,80,0.43,0,Good
3,10,462,45,2,1982,200.63,48,2,29,3.71,14,Poor
3,9,509,44,3,1181,190.39,50,2,26,3.85,13,Poor
4,11,736,32,4,2508,119.16,25,1,45,1.25,8,Avg
8,19,953,1,10,6612,8.3,11,0,75,0.48,0,Good
3,8,478,43,1,1502,167.2,33,2,33,3.24,13,Poor
9,19,968,9,8,7141,64.35,1,0,71,0.45,3,Good
5,11,792,33,5,3665,128.6,28,1,59,0.66,8,Avg
5,14,680,34,5,4300,119.92,22,1,51,1.08,9,Avg
3,10,422,44,1,1204,211.55,38,2,26,3.44,14,Poor
5,11,741,30,5,2329,86.32,26,1,55,0.61,8,Avg
4,11,764,24,6,3943,137.33,16,1,50,0.61,11,Avg
9,20,844,0,9,7972,20.43,9,0,74,0.15,7,Good
2,9,408,45,1,1170,236.61,40,2,21,2.86,15,Poor
10,18,897,13,7,8400,60.24,4,0,86,0.13,1,Good
5,15,743,38,4,3270,109.5,19,1,54,0.68,10,Avg
1,10,547,41,1,1341,188.23,49,2,27,3.06,11,Poor
3,9,424,48,3,1999,196.46,33,2,30,3.55,15,Poor
4,15,705,31,5,4015,114.01,29,1,50,1.04,11,Avg
7,17,916,2,8,6441,1.64,9,0,66,0.13,0,Good
1,7,429,47,2,1461,165.26,36,2,26,2.7,13,Poor
8,17,819,6,9,6502,92.95,1,0,77,0.19,0,Good
7,18,973,8,9,8789,91.81,0,0,84,0.17,4,Good
3,10,599,47,1,1971,208.63,35,2,26,2.66,11,Poor
4,12,794,31,6,2815,77.19,18,1,50,1.43,10,Avg
3,8,419,40,2,1018,183.59,47,2,36,3.86,15,Poor
5,15,703,30,5,2565,80.25,18,1,54,0.7,9,Avg
3,7,544,40,2,1877,161.34,41,2,23,2.95,15,Poor
3,9,491,42,3,1049,171.58,30,2,24,2.53,13,Poor
4,14,651,39,5,3928,102.27,28,1,46,0.71,9,Avg
1,9,474,45,2,1282,165.65,32,2,32,3.32,10,Poor
5,15,676,25,4,4560,134.88,28,1,47,0.62,7,Avg
1,7,415,43,2,1138,178.95,44,2,38,3.61,14,Poor
1,7,481,43,3,1915,203.16,31,2,38,2.52,14,Poor
5,11,628,36,4,2111,104.49,26,1,44,1.35,9,Avg
5,11,781,31,6,2863,134.52,18,1,56,0.98,8,Avg
6,13,788,30,6,2537,103.08,18,1,42,0.64,8,Avg
8,19,809,3,9,8691,12.19,2,0,89,0.24,4,Good
7,16,879,3,9,6836,59.1,12,0,90,0.19,1,Good
3,8,509,49,1,1290,210.0,34,2,22,3.96,15,Poor
1,10,410,43,2,1402,158.2,46,2,31,3.07,14,Poor
7,19,860,6,10,8309,79.73,7,0,86,0.11,7,Good
3,10,592,41,2,1199,198.64,44,2,26,3.15,15,Poor
2,7,547,43,1,1027,244.38,37,2,30,3.35,14,Poor
3,10,587,40,2,1601,212.99,43,2,37,3.24,14,Poor
5,13,704,34,5,2210,142.77,18,1,48,0.89,7,Avg
2,9,448,46,1,1713,239.41,46,2,26,3.99,11,Poor
9,16,1009,2,10,6588,64.12,5,0,75,0.35,0,Good
3,10,532,40,1,1145,159.78,47,2,22,2.97,12,Poor
6,15,779,24,5,2185,94.27,23,1,56,1.38,8,Avg
10,19,937,12,8,5578,93.71,13,0,98,0.12,3,Good
1,8,559,50,2,1756,161.46,34,2,33,3.81,13,Poor
5,14,723,37,6,4229,88.67,23,1,44,1.34,8,Avg
9,20,801,0,9,5239,14.38,11,0,96,0.28,7,Good
7,20,833,3,7,6705,13.36,9,0,93,0.26,5,Good
5,12,602,28,6,2634,121.18,18,1,49,0.74,9,Avg
7,17,804,8,9,8001,55.84,6,0,87,0.14,3,Good
9,19,966,7,9,7317,28.28,11,0,90,0.39,0,Good
9,19,1011,11,9,7322,64.37,12,0,96,0.3,0,Good
3,10,536,49,1,1976,169.2,49,2,23,3.79,10,Poor
10,18,859,13,7,5806,45.04,9,0,79,0.32,2,Good
3,7,429,47,2,1865,164.32,44,2,30,2.54,10,Poor
3,7,557,42,3,1606,221.75,38,2,34,2.95,15,Poor
5,12,779,39,4,2202,148.64,19,1,52,0.76,6,Avg
2,8,525,44,1,1385,235.48,39,2,26,2.66,10,Poor
9,17,899,18,8,5504,24.95,5,0,63,0.29,7,Good
9,17,1037,10,8,7323,54.25,9,0,98,0.33,7,Good
3,8,529,47,2,1046,240.42,38,2,37,3.42,10,Poor
2,7,460,48,1,1487,172.34,37,2,29,3.34,10,Poor
9,19,1051,5,10,7677,11.28,2,0,97,0.14,3,Good
7,19,960,4,7,6593,17.13,13,0,89,0.28,6,Good
1,9,469,41,1,1915,222.61,46,2,36,3.96,12,Poor
8,18,928,6,7,7029,85.42,8,0,87,0.13,4,Good
3,8,432,48,1,1170,223.8,31,2,37,3.37,14,Poor
4,12,716,23,4,4543,137.02,27,1,51,0.51,8,Avg
6,14,674,20,4,3030,146.89,24,1,41,1.18,8,Avg
8,19,1091,17,7,8393,3.05,11,0,74,0.43,0,Good
6,11,739,24,4,4347,124.53,24,1,60,0.73,10,Avg
9,20,881,10,8,5668,80.38,2,0,84,0.25,2,Good
10,17,936,4,10,6341,40.09,1,0,75,0.28,7,Good
9,16,1022,9,8,7270,74.21,11,0,90,0.15,0,Good
2,8,566,50,2,1240,152.84,41,2,23,3.66,11,Poor
9,19,967,9,8,7178,61.57,4,0,80,0.0,0,Good
6,14,699,28,6,3258,93.97,24,1,47,0.85,6,Avg
2,10,441,42,2,1887,188.57,37,2,24,2.73,15,Poor
10,19,906,4,7,8289,63.55,13,0,100,0.13,0,Good
9,19,924,18,9,5119,82.12,1,0,91,0.11,2,Good
9,19,885,11,10,5586,53.6,7,0,81,0.44,7,Good
7,19,1035,7,9,7799,27.83,13,0,94,0.26,3,Good
3,8,417,43,3,1192,221.28,31,2,29,3.0,15,Poor
1,7,575,44,3,1722,202.57,45,2,39,2.81,15,Poor
9,19,835,5,8,7894,4.0,6,0,90,0.14,2,Good
5,11,658,24,4,2698,128.06,27,1,60,1.38,9,Avg
6,14,787,26,5,2757,143.56,25,1,55,0.66,9,Avg
6,12,674,27,4,4957,104.69,23,1,42,1.27,9,Avg
5,12,623,30,4,4357,93.27,29,1,43,0.72,7,Avg
10,16,807,0,8,5896,59.93,13,0,91,0.44,2,Good
4,12,657,20,5,3766,135.59,15,1,60,0.66,6,Avg
4,13,729,30,5,3924,145.07,26,1,59,0.91,8,Avg
8,20,998,1,8,5540,10.04,11,0,97,0.45,1,Good
2,8,429,44,2,1637,184.28,46,2,40,3.21,10,Poor
4,15,790,21,5,2131,120.75,24,1,53,1.12,10,Avg
3,9,576,45,3,1689,192.99,43,2,25,3.02,13,Poor
6,13,691,30,4,2978,89.88,19,1,47,0.88,10,Avg
2,9,471,43,3,1721,228.3,37,2,29,3.88,13,Poor
8,20,958,3,8,6789,78.85,6,0,95,0.3,1,Good
3,8,528,49,1,1790,229.66,30,2,36,3.23,11,Poor
10,16,894,5,7,8280,58.79,0,0,68,0.25,3,Good
5,15,749,23,6,3106,109.01,26,1,42,1.09,8,Avg
7,19,838,17,9,6634,26.88,4,0,93,0.12,2,Good
8,19,838,14,7,8245,16.92,12,0,62,0.46,1,Good
5,12,787,37,4,2644,94.85,25,1,42,0.73,10,Avg
10,19,943,19,8,6091,78.64,3,0,82,0.13,1,Good
6,13,793,32,6,4537,136.64,15,1,59,1.2,9,Avg
5,14,780,22,5,2153,84.34,27,1,55,1.23,6,Avg
5,15,692,23,4,2566,92.14,29,1,59,1.11,8,Avg
10,18,955,12,10,5868,79.1,12,0,68,0.48,3,Good
10,16,952,19,7,8086,88.96,6,0,63,0.18,2,Good
5,13,757,26,5,3858,107.23,17,1,59,1.12,8,Avg
6,14,621,28,6,3541,125.81,17,1,41,1.4,8,Avg
5,12,657,20,4,3368,111.05,25,1,41,0.74,11,Avg
6,12,637,23,6,2931,101.62,16,1,57,0.62,11,Avg
10,20,856,7,9,7785,73.96,4,0,86,0.37,4,Good
9,20,881,18,9,8765,55.55,0,0,99,0.14,1,Good
4,13,635,39,5,2170,145.93,22,1,59,0.52,6,Avg
2,7,450,43,2,1335,215.42,37,2,35,2.93,15,Poor
4,14,625,34,5,3890,147.93,17,1,56,0.66,7,Avg
6,11,643,32,5,3747,80.77,23,1,56,1.06,8,Avg
5,15,700,24,5,4331,105.51,20,1,58,1.42,10,Avg
6,14,758,27,5,2877,131.4,26,1,47,1.2,9,Avg
7,17,1089,7,8,5697,67.87,5,0,79,0.14,7,Good
10,17,921,9,7,8194,17.53,13,0,90,0.0,0,Good
8,17,1021,18,8,6765,30.34,8,0,89,0.47,3,Good
4,14,689,29,4,3021,105.1,24,1,43,0.91,7,Avg
1,8,443,46,3,1686,244.25,39,2,40,2.52,15,Poor
6,14,748,34,5,2538,120.58,28,1,50,0.51,10,Avg
1,10,562,50,3,1278,233.89,47,2,21,3.02,15,Poor
8,18,852,3,9,6486,71.89,3,0,98,0.34,3,Good
3,10,433,44,3,1492,231.77,31,2,26,2.8,14,Poor
1,10,451,48,3,1274,155.57,43,2,38,3.73,13,Poor
3,10,572,41,1,1381,229.62,47,2,22,2.72,13,Poor
3,7,403,44,3,1889,212.06,40,2,34,3.01,13,Poor
3,10,585,45,1,1789,178.91,50,2,25,2.69,11,Poor
7,20,1092,6,10,8716,6.28,8,0,79,0.45,2,Good
6,11,795,34,5,3613,98.13,26,1,52,1.1,8,Avg
10,17,1021,9,9,5716,20.06,4,0,90,0.21,3,Good
3,8,588,49,1,1141,152.14,43,2,25,2.94,12,Poor
1,7,554,41,3,1837,221.64,31,2,30,2.95,14,Poor
8,16,912,8,9,7175,13.4,0,0,61,0.13,0,Good
9,18,940,9,8,7277,74.39,6,0,73,0.17,0,Good
6,13,699,35,4,2131,123.27,29,1,41,1.33,8,Avg
2,8,456,48,3,1852,177.68,48,2,38,2.58,11,Poor
4,13,681,36,4,4380,137.68,27,1,59,1.12,9,Avg
2,7,463,50,3,1449,238.89,49,2,22,3.54,15,Poor
10,18,1016,15,8,8684,60.82,11,0,70,0.34,3,Good
6,12,663,34,6,2549,95.54,16,1,48,0.76,11,Avg
8,16,924,16,9,5837,54.97,12,0,65,0.45,3,Good
4,11,620,37,4,2128,138.46,16,1,56,1.15,10,Avg
5,13,672,32,6,4563,80.64,16,1,57,0.6,8,Avg
4,12,797,35,5,4942,108.57,15,1,55,1.14,10,Avg
7,17,1068,16,8,8935,17.73,1,0,69,0.13,0,Good
9,20,1067,17,8,8213,80.27,2,0,72,0.34,7,Good
9,19,1091,15,9,8607,2.5,1,0,96,0.13,2,Good
8,20,870,0,7,8940,56.4,2,0,66,0.12,4,Good
5,13,766,25,6,4323,122.03,24,1,55,0.53,8,Avg
6,15,712,30,4,4909,78.65,29,1,50,0.72,11,Avg
5,11,604,28,6,4161,110.31,20,1,41,0.98,8,Avg
9,17,870,4,9,7466,38.85,11,0,71,0.4,0,Good
6,15,710,38,5,3553,91.98,18,1,41,0.67,6,Avg
4,11,800,29,5,2801,78.55,18,1,46,1.19,8,Avg
4,14,636,29,5,4495,141.09,16,1,47,1.46,6,Avg
9,16,1091,16,10,7039,42.33,0,0,75,0.25,1,Good
3,9,461,40,1,1006,241.25,41,2,36,2.93,12,Poor
7,19,1004,18,7,8157,6.45,5,0,72,0.31,6,Good
9,18,815,14,10,6891,15.54,0,0,81,0.11,6,Good
5,13,785,24,4,4327,77.99,16,1,47,0.6,10,Avg
4,15,747,25,4,3752,111.77,22,1,50,0.94,6,Avg
2,10,514,48,1,1875,195.51,48,2,39,3.91,14,Poor
7,17,928,11,10,6243,11.78,7,0,75,0.49,3,Good
10,20,1078,4,7,8309,53.96,8,0,67,0.48,3,Good
4,15,620,38,5,2708,86.86,25,1,45,0.81,9,Avg
2,8,552,48,1,1968,169.38,34,2,29,3.85,13,Poor
4,15,662,38,6,2369,110.12,23,1,58,0.96,7,Avg
1,9,451,50,3,1863,199.71,46,2,21,2.82,14,Poor
9,16,1032,3,10,5716,66.42,9,0,79,0.3,3,Good
2,10,525,49,2,1228,218.46,47,2,23,3.55,12,Poor
9,18,937,18,9,5227,22.57,4,0,84,0.33,0,Good
10,17,1020,18,9,7815,69.0,13,0,77,0.36,7,Good
2,7,423,50,1,1353,159.52,45,2,28,3.58,12,Poor
10,17,1004,13,8,6108,33.63,8,0,98,0.33,2,Good
6,12,794,33,4,4208,76.83,29,1,55,1.1,9,Avg
7,17,935,3,8,7194,7.51,7,0,68,0.15,4,Good
2,8,556,43,2,1382,170.43,41,2,27,3.2,14,Poor
5,15,750,20,6,3690,136.04,16,1,49,0.91,9,Avg
3,7,506,45,3,1532,243.87,50,2,27,2.57,14,Poor
7,19,808,11,9,6724,77.18,8,0,87,0.12,3,Good
1,9,513,40,1,1040,154.49,38,2,30,3.08,15,Poor
6,13,675,30,4,4946,117.77,24,1,50,0.69,9,Avg
1,9,442,43,1,1032,236.49,33,2,28,3.9,13,Poor
2,9,459,41,3,1339,170.82,37,2,28,3.14,14,Poor
2,8,424,41,2,1116,213.01,49,2,33,3.74,11,Poor
9,20,998,15,8,6786,82.33,8,0,97,0.48,3,Good
10,16,817,6,7,5803,54.67,0,0,82,0.48,0,Good
3,7,454,41,1,1141,241.39,46,2,33,3.36,14,Poor
4,12,641,27,6,4774,89.33,15,1,46,1.24,10,Avg
8,18,843,18,7,6083,19.86,1,0,97,0.18,4,Good
5,15,630,38,6,4556,123.45,16,1,47,1.29,11,Avg
3,7,597,43,3,1784,191.44,43,2,29,2.6,11,Poor
10,19,987,10,8,7983,35.69,14,0,91,0.12,4,Good
3,10,416,41,3,1510,226.3,36,2,29,3.71,11,Poor
1,10,578,49,3,1008,235.51,47,2,39,2.81,10,Poor
2,8,529,42,2,1999,200.2,45,2,37,3.58,14,Poor
7,16,944,0,10,7807,61.5,10,0,72,0.17,6,Good
9,18,1057,2,8,5967,35.37,8,0,80,0.11,1,Good
2,8,441,49,2,1282,239.29,38,2,37,2.7,10,Poor
2,7,536,47,1,1013,186.85,31,2,38,3.44,10,Poor
6,15,682,36,4,2189,103.56,17,1,57,1.03,8,Avg
3,8,434,50,3,1066,200.49,31,2,35,3.04,15,Poor
7,18,841,8,8,8325,54.53,9,0,82,0.16,7,Good
8,18,956,10,9,7419,38.71,13,0,82,0.22,0,Good
6,15,686,33,5,4743,127.32,28,1,47,0.7,10,Avg
3,7,542,41,3,1716,155.36,39,2,38,3.5,15,Poor
4,12,743,32,6,2361,81.13,22,1,54,1.11,8,Avg
1,7,409,44,1,1624,220.33,41,2,37,3.73,10,Poor
10,17,1063,17,10,7699,41.07,3,0,63,0.18,4,Good
8,18,1025,11,8,8022,75.03,3,0,84,0.28,1,Good
5,12,773,27,5,3263,82.28,19,1,49,1.46,8,Avg
5,12,626,28,5,2708,86.05,24,1,44,0.86,10,Avg
2,9,590,46,2,1789,156.1,36,2,24,3.58,12,Poor
6,11,673,36,6,2651,90.83,23,1,42,0.52,6,Avg
7,19,1020,16,7,5899,44.76,11,0,94,0.14,4,Good
10,20,1012,7,9,7885,17.35,8,0,80,0.13,0,Good
1,9,424,47,3,1557,216.56,42,2,28,3.27,15,Poor
5,15,755,30,6,4058,119.0,27,1,60,1.47,8,Avg
9,18,1091,15,9,6338,49.8,10,0,88,0.12,1,Good
5,11,629,36,4,4362,144.47,24,1,54,0.58,6,Avg
9,20,931,2,10,7812,86.85,13,0,99,0.48,3,Good
10,18,1021,14,7,5822,54.44,12,0,92,0.12,7,Good
10,18,883,7,10,8300,16.26,11,0,86,0.19,1,Good
10,20,878,2,10,5387,60.0,4,0,84,0.38,3,Good
4,12,686,27,4,2772,126.45,24,1,60,0.5,8,Avg
4,11,683,38,6,2474,82.63,28,1,55,0.9,9,Avg
3,7,516,48,1,1204,214.73,44,2,24,3.86,15,Poor
1,10,434,49,3,1110,178.01,35,2,34,3.46,10,Poor
1,8,478,50,2,1556,204.48,34,2,35,3.17,12,Poor
1,10,596,50,2,1363,248.0,30,2,21,2.51,14,Poor
9,16,925,8,8,6150,17.08,14,0,77,0.12,7,Good
8,16,821,19,8,8120,70.92,4,0,66,0.42,7,Good
4,13,773,39,5,2150,145.62,15,1,51,1.36,9,Avg
7,19,813,9,9,6776,11.9,10,0,86,0.35,0,Good
8,18,924,19,8,6577,67.01,8,0,63,0.48,1,Good
9,16,839,14,9,8663,18.94,2,0,65,0.17,0,Good
4,15,736,25,6,4739,130.53,25,1,48,1.23,10,Avg
7,19,1085,3,10,7278,1.13,3,0,63,0.47,3,Good
10,19,890,3,7,6200,46.15,4,0,67,0.16,0,Good
1,10,554,44,1,1458,249.91,32,2,25,2.66,15,Poor
5,11,660,37,4,4216,82.62,23,1,42,1.35,11,Avg
9,16,976,15,9,8570,35.47,10,0,76,0.24,4,Good
3,9,546,40,3,1778,174.2,48,2,31,2.67,12,Poor
7,20,955,9,9,7687,33.34,11,0,68,0.14,9,Avg
1,7,497,41,1,1754,210.13,48,2,31,3.41,10,Poor
4,11,774,31,6,3444,116.51,29,1,51,1.49,6,Avg
2,9,483,40,1,1542,190.86,35,2,30,2.91,10,Avg
5,14,716,24,4,4646,115.17,15,1,60,0.89,8,Avg
2,8,459,49,3,1189,229.69,35,2,24,3.7,13,Poor
1,8,557,49,3,1310,162.08,46,2,34,3.89,8,Avg
8,17,882,9,7,5290,61.5,1,0,88,0.42,14,Poor
10,19,928,6,10,8851,43.3,3,0,70,0.18,3,Good
7,18,941,6,8,7008,21.37,1,0,63,0.22,7,Avg
7,16,1012,18,8,5107,26.84,6,0,96,0.18,3,Good
5,11,679,22,5,4648,120.21,26,1,54,0.64,15,Poor
8,17,995,19,9,7167,35.04,1,0,68,0.35,6,Avg
8,16,1040,18,7,7187,82.65,11,0,78,0.0,13,Poor
3,7,557,44,1,1658,173.02,42,2,23,3.42,14,Poor
6,12,717,36,4,3315,83.95,29,1,53,0.72,8,Avg
4,12,770,28,6,3171,118.9,17,1,44,1.27,11,Avg
5,12,727,32,6,3391,125.02,19,1,55,0.57,13,Poor
9,17,821,1,10,6251,13.97,11,0,61,0.41,8,Avg
2,10,568,42,3,1576,181.17,34,2,28,3.85,14,Poor
8,16,920,8,9,5099,13.48,7,0,81,0.33,4,Good
6,15,652,28,6,2032,103.87,18,1,51,0.83,9,Avg
4,15,604,27,6,2331,98.1,22,1,46,1.32,6,Avg
7,20,1093,17,9,7848,93.31,7,0,70,0.11,14,Poor
5,11,711,26,5,2762,147.42,23,1,56,1.18,7,Avg
3,10,479,43,2,1964,168.16,36,2,31,3.73,13,Poor
1,9,455,46,1,1022,192.27,30,2,31,2.85,14,Poor
7,20,1095,7,9,7525,24.94,2,0,82,0.34,11,Avg
10,20,973,12,10,7909,52.43,0,0,66,0.11,1,Good
1,8,488,47,3,1373,191.17,40,2,40,3.08,15,Poor
7,19,819,17,8,5962,27.79,3,0,69,0.27,9,Avg
6,11,703,34,6,2579,124.18,21,1,57,1.4,15,Poor
2,8,448,43,2,1746,151.19,50,2,39,3.26,11,Poor
1,9,437,40,1,1722,241.65,40,2,36,3.02,7,Avg
9,19,866,18,9,8411,51.69,11,0,86,0.12,1,Good
6,11,755,22,6,2567,105.44,27,1,50,1.01,15,Poor
5,15,628,28,6,4049,117.27,15,1,50,1.01,8,Avg
10,20,914,19,8,8629,26.64,14,0,94,0.3,15,Poor
4,15,636,27,4,2055,144.01,15,1,55,0.99,9,Avg
6,14,761,26,4,4637,92.94,20,1,56,1.21,7,Avg
4,11,648,39,4,2346,91.63,27,1,59,1.36,10,Avg
10,20,978,12,8,8729,53.95,6,0,66,0.1,13,Poor
3,10,442,48,2,1985,194.59,46,2,37,2.99,9,Avg
4,11,731,38,4,4048,84.32,17,1,53,0.86,12,Poor
6,15,751,33,6,2392,115.13,27,1,46,1.19,10,Avg
7,20,1047,12,7,6595,79.69,7,0,68,0.17,9,Avg
3,10,534,49,2,1131,227.41,39,2,21,3.25,10,Poor
3,9,570,41,3,1901,165.98,31,2,22,3.61,15,Poor
10,20,854,1,10,8187,61.01,14,0,91,0.38,9,Avg
9,16,890,1,9,6374,59.2,3,0,89,0.2,10,Poor
1,10,524,40,1,1485,164.88,36,2,29,3.65,11,Poor
3,10,555,40,2,1037,246.17,31,2,22,3.9,7,Avg
7,16,1092,12,9,6286,68.74,12,0,90,0.18,4,Good
8,17,983,7,9,5358,49.55,14,0,73,0.3,14,Poor
2,9,400,50,1,1600,187.94,45,2,33,3.7,10,Avg
4,11,668,26,4,3829,147.79,21,1,43,0.6,15,Poor
4,13,636,20,5,3692,124.1,18,1,42,1.1,10,Avg
7,20,926,15,9,6843,51.56,1,0,87,0.11,8,Avg
3,9,598,46,1,1603,228.21,48,2,22,3.61,14,Poor
8,18,992,19,7,7762,50.42,9,0,81,0.28,11,Poor
1,7,599,48,2,1104,227.79,45,2,25,3.15,8,Avg
5,15,680,33,6,2995,144.5,27,1,51,1.06,13,Poor
4,11,707,26,4,3621,87.2,27,1,59,1.48,9,Avg
6,11,732,22,4,3305,95.0,20,1,53,0.88,6,Avg
7,17,888,3,10,8376,56.88,3,0,93,0.34,7,Good
8,18,903,12,8,6340,89.26,8,0,100,0.16,15,Poor
1,7,563,46,1,1572,152.53,41,2,22,3.88,8,Avg
1,10,468,50,3,1171,230.57,48,2,24,3.4,14,Poor
9,19,803,1,7,7556,70.07,0,0,93,0.38,4,Good
7,19,874,7,7,7051,16.37,2,0,69,0.1,11,Avg
1,7,445,40,3,1586,231.63,47,2,23,2.8,10,Poor
1,7,505,49,2,1022,189.91,47,2,34,2.55,12,Poor
6,15,670,30,5,3110,148.15,15,1,46,0.68,11,Avg
10,20,1078,10,8,5949,74.71,5,0,62,0.4,15,Poor
5,12,667,39,6,2378,76.18,21,1,56,1.04,9,Avg
7,20,803,2,8,6559,89.91,5,0,70,0.26,10,Avg
7,17,876,9,7,6427,25.23,13,0,78,0.28,2,Good
5,14,605,24,4,2816,79.37,28,1,47,1.16,13,Poor
6,12,690,27,6,2136,129.87,17,1,49,0.72,6,Avg
4,13,704,30,5,2148,101.15,21,1,55,1.31,13,Poor
2,7,420,41,1,1979,218.69,49,2,29,3.15,12,Poor
4,15,770,23,5,2186,77.64,23,1,55,1.29,9,Avg
1,9,542,49,2,1645,245.63,35,2,32,2.56,12,Poor
5,15,704,36,4,3336,136.49,22,1,45,0.57,12,Poor
7,17,1043,14,10,7111,40.6,13,0,95,0.13,10,Avg
3,10,459,50,2,1719,151.74,30,2,40,3.95,11,Poor
1,9,502,41,3,1432,187.99,36,2,40,2.56,15,Poor
10,20,858,14,8,6668,42.8,11,0,97,0.36,8,Avg
9,19,975,4,10,8442,42.73,3,0,66,0.32,3,Good
7,20,934,5,8,5581,58.61,1,0,87,0.34,15,Poor
10,18,1084,15,9,5119,49.1,0,0,94,0.28,8,Avg
7,19,954,5,10,8329,77.55,13,0,63,0.18,14,Poor
1,7,536,43,2,1729,246.43,37,2,24,2.95,10,Poor
9,19,854,15,10,5853,92.22,6,0,83,0.42,8,Avg
1,7,551,47,1,1461,211.44,47,2,26,2.53,15,Poor
2,10,454,42,3,1260,199.14,46,2,39,3.78,15,Poor
6,15,765,39,6,4724,139.91,20,1,46,0.9,8,Avg
3,7,466,43,1,1818,171.39,48,2,24,2.91,10,Poor
10,19,1042,8,9,5534,2.79,8,0,73,0.42,4,Good
1,7,574,46,1,1283,220.6,36,2,35,3.81,10,Avg
4,14,653,33,6,4410,120.4,18,1,47,0.77,8,Avg
1,8,577,45,2,1447,191.24,41,2,29,3.87,12,Poor
8,19,1024,11,10,7787,65.54,4,0,92,0.42,10,Avg
3,7,495,47,3,1890,156.91,31,2,24,3.5,15,Poor
3,7,593,44,3,1166,230.92,47,2,21,2.96,10,Poor
10,19,857,0,9,7104,51.89,10,0,95,0.22,11,Avg
8,16,970,14,8,8762,84.31,1,0,94,0.13,7,Good
5,14,770,24,5,4098,105.5,17,1,48,0.97,13,Poor
9,20,988,7,9,7421,47.4,10,0,62,0.44,6,Avg
2,10,495,43,2,1462,201.18,41,2,35,3.95,13,Poor
5,11,687,27,4,3959,147.09,20,1,50,0.61,10,Avg
10,17,814,9,8,7180,93.74,11,0,84,0.34,7,Avg
7,19,1062,2,10,7988,88.95,4,0,99,0.3,0,Good
